ល.រ ក្រុមហ៊ុន/សហគ្រាស,ល.រ មុខសញ្ញា,ឈ្មោះក្រុមហ៊ុន/សហគ្រាស,អាស័យដ្ឋានក្រុមហ៊ុន/សហគ្រាស,រាជធានី/ខេត្ត,ឈ្មោះម្ចាស់ក្រុមហ៊ុន/សហគ្រាស,តួនាទី,លេខទូរស័ព្ទ,មុខសញ្ញាជាឧបករណ៍មាត្រាសាស្ត្រ ឬទំនិញវេចខ្ចប់,ឈ្មោះឧបករណ៍មាត្រាសាស្ត្រ/ទំនិញវេចខ្ចប់,ម៉ាក/ម៉ូដែល/លេខស៊េរី,ប្រទេសផលិតដើម,ឆ្នាំផលិត,សមត្ថភាពរង្វាស់រង្វាល់,កម្រិតលម្អៀង/សុក្រឹតភាព,លេខចុះបញ្ជីមាត្រាសាស្ត្រ,ថ្ងៃ/ខែ/ឆ្នាំចុះបញ្ជីមាត្រាសាស្ត្រ,លេខវិញ្ញាបនបត្រ,ថ្ងៃ/ខែ/ឆ្នាំចាប់ផ្ដើមមានសុពលភាព,ស្ថានភាព,Verification
531,5,  ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច វត្តភ្នៀត,    ក្បាលដីលេខ១៣៦៦  ផ្លូវបេតុង  ភូមិស្រែអំពិល  សង្កាត់ស្នោរ  ខណ្ឌកំបូល  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃូ អៀងទី,ម្ចាស់,012905537,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,CMRC20261475,46222.22212,1475.មមជ.2026,2016-06-08,COMPLETED,hy05qXxA0a4kIgJgeyzc64iDOTFEm9nZ
541,1,       ស្ថានីយ៍ប្រេងឥន្ធនៈ សាវីម៉ិច ,       # ផ្លូវ .  ភូមិតាកាន់  ឃុំព្រៃគ្រី  ស្រុកជលគីរី  ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,លោកស្រី ប៉ូច ឈុនលាង,ម្ចាស់ស្ថានីយ៍ប្រេងឥន្ធនៈ,096 596 9037,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,YDA  SN/2030000224,45,2022,45L/min-55L/min,+_ 0.5%,CMRC20261480,46225.17067,1480.មមជ.2026,2025-10-08,COMPLETED,JqRaoQaCTSarV4wM1mpudgcQ5nP4m1lm
541,2,       ស្ថានីយ៍ប្រេងឥន្ធនៈ សាវីម៉ិច ,       # ផ្លូវ .  ភូមិតាកាន់  ឃុំព្រៃគ្រី  ស្រុកជលគីរី  ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,លោកស្រី ប៉ូច ឈុនលាង,ម្ចាស់ស្ថានីយ៍ប្រេងឥន្ធនៈ,096 596 9037,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,YDA  SN/2030000265,45,2022,45L/min-55L/min,+_ 0.5%,CMRC20261480,46225.17067,1480.មមជ.2026,2025-10-08,COMPLETED,JqRaoQaCTSarV4wM1mpudgcQ5nP4m1lm
541,3,       ស្ថានីយ៍ប្រេងឥន្ធនៈ សាវីម៉ិច ,       # ផ្លូវ .  ភូមិតាកាន់  ឃុំព្រៃគ្រី  ស្រុកជលគីរី  ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,លោកស្រី ប៉ូច ឈុនលាង,ម្ចាស់ស្ថានីយ៍ប្រេងឥន្ធនៈ,096 596 9037,ទំនិញវេចខ្ចប់,-,-,38,0,-,,CMRC20261480,46225.17067,1480.មមជ.2026,2025-10-08,COMPLETED,JqRaoQaCTSarV4wM1mpudgcQ5nP4m1lm
551,1,ឈី'អាន យីងតុង ឡៃថ៍ អុិនដាសស្ទ្រៀល ប្រដាក់ ឯ.ក,ផ្លូវជាតិលេខ៥១ ភូមិអង្គតាឡឹក ឃុំសំបូរ ស្រុកសំរោងទង ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,Mr. WANG SHIHAO ,ជាអភិបាលក្រុនហ៊ុន,0962398430 ,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Balance,T3563509,45,2025,300kg,d:100g,រង់ចាំការអនុម័ត,46225.24387,42,2024-06-05,SUBMITTED,
551,2,ឈី'អាន យីងតុង ឡៃថ៍ អុិនដាសស្ទ្រៀល ប្រដាក់ ឯ.ក,ផ្លូវជាតិលេខ៥១ ភូមិអង្គតាឡឹក ឃុំសំបូរ ស្រុកសំរោងទង ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,Mr. WANG SHIHAO ,ជាអភិបាលក្រុនហ៊ុន,0962398430 ,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Balance,TS-500,45,2025,15kg,d:0.5g,រង់ចាំការអនុម័ត,46225.24387,42,2024-06-05,SUBMITTED,
551,3,ឈី'អាន យីងតុង ឡៃថ៍ អុិនដាសស្ទ្រៀល ប្រដាក់ ឯ.ក,ផ្លូវជាតិលេខ៥១ ភូមិអង្គតាឡឹក ឃុំសំបូរ ស្រុកសំរោងទង ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,Mr. WANG SHIHAO ,ជាអភិបាលក្រុនហ៊ុន,0962398430 ,ឧបករណ៍មាត្រាសាស្ត្រ,Steel Ruler ,NA,45,2025,90mm,d:1mm,រង់ចាំការអនុម័ត,46225.24387,42,2024-06-05,SUBMITTED,
551,4,ឈី'អាន យីងតុង ឡៃថ៍ អុិនដាសស្ទ្រៀល ប្រដាក់ ឯ.ក,ផ្លូវជាតិលេខ៥១ ភូមិអង្គតាឡឹក ឃុំសំបូរ ស្រុកសំរោងទង ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,Mr. WANG SHIHAO ,ជាអភិបាលក្រុនហ៊ុន,0962398430 ,ឧបករណ៍មាត្រាសាស្ត្រ,Steel Ruler ,NA,45,2025,100cm,d:1mm,រង់ចាំការអនុម័ត,46225.24387,42,2024-06-05,SUBMITTED,
551,5,ឈី'អាន យីងតុង ឡៃថ៍ អុិនដាសស្ទ្រៀល ប្រដាក់ ឯ.ក,ផ្លូវជាតិលេខ៥១ ភូមិអង្គតាឡឹក ឃុំសំបូរ ស្រុកសំរោងទង ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,Mr. WANG SHIHAO ,ជាអភិបាលក្រុនហ៊ុន,0962398430 ,ទំនិញវេចខ្ចប់,NA,NA,38,2026,NA,,រង់ចាំការអនុម័ត,46225.24387,42,2024-06-05,SUBMITTED,
561,1,ស្ថានីយប្រេងឥន្ធនៈ តេលា ធីតា អមរា,        ភូមិប៉ាយ៉ាប   ឃុំបាសាក់   ស្រុកស្វាយជ្រំ   ខេត្តស្វាយរៀង,ស្វាយរៀង,ឌីង ធីតា,ម្ចាស់,0888885787,ឧបករណ៍មាត្រាសាស្ត្រ,ទូបញ្ជាប្រេង១,TATSUNO,45,2020,5-50L/min,+-0.5%,រង់ចាំការអនុម័ត,46226.17659,42,2021-12-16,REVIEWING,
561,2,ស្ថានីយប្រេងឥន្ធនៈ តេលា ធីតា អមរា,        ភូមិប៉ាយ៉ាប   ឃុំបាសាក់   ស្រុកស្វាយជ្រំ   ខេត្តស្វាយរៀង,ស្វាយរៀង,ឌីង ធីតា,ម្ចាស់,0888885787,ឧបករណ៍មាត្រាសាស្ត្រ,ទូបញ្ជាប្រេង២,TATSUNO,45,2020,5-50L/min,+-0.5%,រង់ចាំការអនុម័ត,46226.17659,42,2021-12-16,REVIEWING,
561,3,ស្ថានីយប្រេងឥន្ធនៈ តេលា ធីតា អមរា,        ភូមិប៉ាយ៉ាប   ឃុំបាសាក់   ស្រុកស្វាយជ្រំ   ខេត្តស្វាយរៀង,ស្វាយរៀង,ឌីង ធីតា,ម្ចាស់,0888885787,ទំនិញវេចខ្ចប់,N/A,42,10,42,N/A,,រង់ចាំការអនុម័ត,46226.17659,42,2021-12-16,REVIEWING,
571,1,ស្ថានីប្រេងឥន្ធនៈ សែន សំណាង,        ភូមិល្វា  ឃុំគ្រួស  ស្រុកស្វាយជ្រំ  ខេត្តស្វាយរៀង,ស្វាយរៀង,បូ ណែត,ម្ចាស់,012226151,ឧបករណ៍មាត្រាសាស្ត្រ,ទូបញ្ជាប្រេង១,N/A,45,2018,5-50L/min,+-0.5%,រង់ចាំការអនុម័ត,46226.18166,42,2016-08-29,REVIEWING,
571,2,ស្ថានីប្រេងឥន្ធនៈ សែន សំណាង,        ភូមិល្វា  ឃុំគ្រួស  ស្រុកស្វាយជ្រំ  ខេត្តស្វាយរៀង,ស្វាយរៀង,បូ ណែត,ម្ចាស់,012226151,ឧបករណ៍មាត្រាសាស្ត្រ,ទូបញ្ជាប្រេង២,N/A,45,2018,5-50L/min,+-0.5%,រង់ចាំការអនុម័ត,46226.18166,42,2016-08-29,REVIEWING,
571,3,ស្ថានីប្រេងឥន្ធនៈ សែន សំណាង,        ភូមិល្វា  ឃុំគ្រួស  ស្រុកស្វាយជ្រំ  ខេត្តស្វាយរៀង,ស្វាយរៀង,បូ ណែត,ម្ចាស់,012226151,ទំនិញវេចខ្ចប់,N/A,42,10,42,N/A,,រង់ចាំការអនុម័ត,46226.18166,42,2016-08-29,REVIEWING,
581,1,      ស្ថានីយ៍ប្រេងឥន្ធនៈ ភីស ម៉ុងរីទ្ធី,    ដីឡូតី័៍លេខ៤៤៥៨  ផ្លូវលេខ១៩២៨  ភូមិបាយ៉ាប  សង្កាត់ភ្នំពេញថ្មី  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សុភាវី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,BA26LA/RCA1973,112,2019,5-50L/min,+-1%,រង់ចាំការអនុម័ត,46229.38778,42,2025-01-16,REVIEWING,
581,2,      ស្ថានីយ៍ប្រេងឥន្ធនៈ ភីស ម៉ុងរីទ្ធី,    ដីឡូតី័៍លេខ៤៤៥៨  ផ្លូវលេខ១៩២៨  ភូមិបាយ៉ាប  សង្កាត់ភ្នំពេញថ្មី  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សុភាវី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,BA26LA/RCA1993,112,2019,5-50L/min,+-1%,រង់ចាំការអនុម័ត,46229.38778,42,2025-01-16,REVIEWING,
581,3,      ស្ថានីយ៍ប្រេងឥន្ធនៈ ភីស ម៉ុងរីទ្ធី,    ដីឡូតី័៍លេខ៤៤៥៨  ផ្លូវលេខ១៩២៨  ភូមិបាយ៉ាប  សង្កាត់ភ្នំពេញថ្មី  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សុភាវី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី៣,BA26LA/RCA1979,112,2019,5-50L/min,+-1%,រង់ចាំការអនុម័ត,46229.38778,42,2025-01-16,REVIEWING,
581,4,      ស្ថានីយ៍ប្រេងឥន្ធនៈ ភីស ម៉ុងរីទ្ធី,    ដីឡូតី័៍លេខ៤៤៥៨  ផ្លូវលេខ១៩២៨  ភូមិបាយ៉ាប  សង្កាត់ភ្នំពេញថ្មី  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សុភាវី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី៤,BA26LA/RCA1981,112,2019,5-50L/min,+-1%,រង់ចាំការអនុម័ត,46229.38778,42,2025-01-16,REVIEWING,
581,5,      ស្ថានីយ៍ប្រេងឥន្ធនៈ ភីស ម៉ុងរីទ្ធី,    ដីឡូតី័៍លេខ៤៤៥៨  ផ្លូវលេខ១៩២៨  ភូមិបាយ៉ាប  សង្កាត់ភ្នំពេញថ្មី  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សុភាវី,ម្ចាស់,012905537,ទំនិញវេចខ្ចប់,N/A,42,112,42,N/A,,រង់ចាំការអនុម័ត,46229.38778,42,2025-01-16,REVIEWING,
591,1,      ស្ថានីយ៏ប្រេងឥន្ធនៈ ភីស ក្រាំងធ្នង់,       ផ្លូវលេខ១៩៦២  ភូមិក្រាំងអង្ក្រង  សង្កាត់ក្រាំងធ្នង់  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន​ សុភាវី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,Q420(3-9)1906901W07,45,2019,4.5-45L/min,+-1%,រង់ចាំការអនុម័ត,46229.4087,42,2025-01-16,REVIEWING,
591,2,      ស្ថានីយ៏ប្រេងឥន្ធនៈ ភីស ក្រាំងធ្នង់,       ផ្លូវលេខ១៩៦២  ភូមិក្រាំងអង្ក្រង  សង្កាត់ក្រាំងធ្នង់  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន​ សុភាវី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,Q420(3-9)1906902W07,45,2019,4.5-45L/min,+-1%,រង់ចាំការអនុម័ត,46229.4087,42,2025-01-16,REVIEWING,
591,3,      ស្ថានីយ៏ប្រេងឥន្ធនៈ ភីស ក្រាំងធ្នង់,       ផ្លូវលេខ១៩៦២  ភូមិក្រាំងអង្ក្រង  សង្កាត់ក្រាំងធ្នង់  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន​ សុភាវី,ម្ចាស់,012905537,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,រង់ចាំការអនុម័ត,46229.4087,42,2025-01-16,REVIEWING,
601,1,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ឫស្សីសាញ់,    ក្បាលដីលេខ៥៦៥   ផ្លូវទួលពង្រ  ភូមិប្រការ  សង្កាត់ព្រៃស  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ព្រំ ហ៊ួត,ម្ចាស់,010768098,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,Q420/2202985,45,2022,5-45L/min,+-1%,រង់ចាំការអនុម័ត,46229.45201,42,2025-08-19,REVIEWING,
601,2,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ឫស្សីសាញ់,    ក្បាលដីលេខ៥៦៥   ផ្លូវទួលពង្រ  ភូមិប្រការ  សង្កាត់ព្រៃស  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ព្រំ ហ៊ួត,ម្ចាស់,010768098,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,Q420/2202983,45,2022,5-45L/min,+-1%,រង់ចាំការអនុម័ត,46229.45201,42,2025-08-19,REVIEWING,
601,3,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ឫស្សីសាញ់,    ក្បាលដីលេខ៥៦៥   ផ្លូវទួលពង្រ  ភូមិប្រការ  សង្កាត់ព្រៃស  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ព្រំ ហ៊ួត,ម្ចាស់,010768098,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី៣,Q420/2202988,45,2022,5-45L/min,+-1%,រង់ចាំការអនុម័ត,46229.45201,42,2025-08-19,REVIEWING,
601,4,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ឫស្សីសាញ់,    ក្បាលដីលេខ៥៦៥   ផ្លូវទួលពង្រ  ភូមិប្រការ  សង្កាត់ព្រៃស  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ព្រំ ហ៊ួត,ម្ចាស់,010768098,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី៤,Q420/2202993,45,2022,5-45L/min,+-1%,រង់ចាំការអនុម័ត,46229.45201,42,2025-08-19,REVIEWING,
601,5,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ឫស្សីសាញ់,    ក្បាលដីលេខ៥៦៥   ផ្លូវទួលពង្រ  ភូមិប្រការ  សង្កាត់ព្រៃស  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ព្រំ ហ៊ួត,ម្ចាស់,010768098,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,រង់ចាំការអនុម័ត,46229.45201,42,2025-08-19,REVIEWING,
611,1,ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ហ្គ្រែនភ្នំពេញ,    ផ្លូវលេខ៣០៧    ភូមិ៤  សង្កាត់ច្រាំងចំរេះទី ១  ខណ្ឌឫស្សីកែវ  រាជធានីភ្នំពេញ,ភ្នំពេញ,បញ្ញា សេដ្ឋាពង្ស,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,LS-300/202204001253,103,2022,5-45L/min,+-1%,រង់ចាំការអនុម័ត,46229.46712,42,2022-06-20,REVIEWING,
